Crop,Month,Previous_Price,Current_Price,Next_Week_Price
Carrot,8,39.35,38.93,38.59
Cucumber,12,29.87,30.39,30.56
Cucumber,2,23.2,19.92,18.39
BitterGourd,4,41.71,36.2,34.47
Pumpkin,12,27.84,29.98,30.69
Cucumber,9,35.09,33.95,33.28
Pumpkin,11,19.82,22.64,24.21
Cauliflower,10,34.9,36.54,37.82
Cucumber,1,23.33,26.96,28.06
Cabbage,6,25.1,22.66,21.39
Onion,7,16.46,14.84,14.35
Rice,4,51.37,51.41,51.43
Beans,6,45.95,44.98,44.55
Cauliflower,4,41.25,44.42,46.4
Pumpkin,9,15.72,15.34,15.08
Ginger,5,146.25,166.04,178.06
Beans,2,32.76,35.22,36.27
Garlic,6,168.78,178.66,182.2
Beans,9,96.39,85.45,80.68
Brinjal,11,66.47,58.1,52.58
Cabbage,4,46.54,39.85,35.88
Cauliflower,7,34.03,30.67,29.47
Onion,12,69.23,63.92,60.2
Brinjal,1,56.44,56.46,56.47
Pumpkin,5,21.99,25.41,26.72
Garlic,11,203.35,214.24,222.91
Tomato,1,31.23,31.21,31.2
BitterGourd,12,113.47,103.8,96.1
Cauliflower,1,22.22,25.43,26.63
Tomato,10,96.3,115.02,122.64
Okra,5,53.03,61.15,65.73
Tomato,9,23.64,26.12,27.26
Brinjal,5,35.85,35.4,35.18
Garlic,4,213.86,212.16,211.57
Carrot,1,69.53,67.94,67.16
Onion,9,23.3,24.15,24.57
Carrot,4,65.93,63.05,61.53
Brinjal,11,64.46,61.66,60.65
Cucumber,7,17.5,16.33,15.75
Cabbage,9,26.48,29.53,31.19
Pumpkin,1,27.69,32.27,35.25
Ginger,9,93.3,80.91,75.91
Pumpkin,9,47.79,50.05,50.83
Potato,9,13.18,11.38,10.52
Cabbage,3,40.38,41.07,41.5
Brinjal,1,21.18,24.12,26.38
Tomato,2,45.62,47.7,48.8
Pumpkin,9,35.23,40.33,43.33
Okra,10,89.52,105.87,113.63
Potato,6,20.53,21.36,22.01
Garlic,2,247.01,244.66,243.52
Onion,8,24.0,24.9,25.54
Cabbage,3,20.65,20.96,21.12
Beans,1,77.68,89.48,93.7
Brinjal,10,34.41,37.74,39.99
Okra,9,50.29,43.02,38.46
Beans,7,22.58,21.16,20.44
Brinjal,11,41.06,48.98,54.38
Onion,6,25.86,24.85,24.06
Rice,12,40.59,42.08,42.87
Potato,12,35.61,31.42,28.75
Okra,1,79.98,94.65,103.65
Beans,5,41.93,45.32,47.69
Carrot,7,21.18,18.86,17.25
Cauliflower,3,48.59,57.5,60.56
Cabbage,1,46.83,54.73,59.24
Potato,6,24.29,25.11,25.57
Ginger,9,75.28,64.88,57.66
Garlic,8,170.23,200.13,210.31
Beans,3,72.46,66.02,62.11
Cucumber,1,14.81,16.2,16.88
Potato,3,8.72,7.68,7.16
Potato,12,12.94,13.77,14.17
Pumpkin,11,47.59,57.01,64.39
Pumpkin,6,42.97,49.36,52.34
Onion,2,44.38,42.16,40.66
Tomato,1,36.62,42.25,45.0
Cauliflower,9,52.89,48.72,47.19
Brinjal,9,50.98,55.89,58.91
Brinjal,2,18.58,17.39,16.64
Tomato,12,105.23,124.18,133.65
Brinjal,7,14.84,16.01,16.6
BitterGourd,5,80.07,86.62,90.66
Pumpkin,11,63.62,70.06,73.58
Pumpkin,10,52.87,49.38,47.98
Ginger,1,53.54,64.11,72.33
Cabbage,3,21.44,18.98,17.5
Okra,9,20.79,19.75,19.13
Garlic,11,151.57,161.2,165.76
Pumpkin,6,27.14,32.45,36.02
Tomato,11,72.88,72.53,72.32
Carrot,7,17.32,19.54,20.96
Garlic,3,187.78,181.27,178.93
Onion,1,27.1,30.26,31.88
Rice,10,91.46,105.86,115.72
Rice,3,66.88,58.82,54.01
Carrot,8,20.2,18.76,17.83
Rice,9,89.93,97.52,100.83
Pumpkin,9,19.28,22.29,23.54
Pumpkin,4,32.29,36.33,37.89
Ginger,12,193.52,193.64,193.7
Ginger,11,152.17,139.66,131.42
Pumpkin,8,27.98,30.83,31.92
BitterGourd,4,78.27,79.09,79.48
GreenChilli,1,54.21,46.74,43.37
Brinjal,2,40.82,45.85,47.47
GreenChilli,3,106.96,115.36,119.69
Cucumber,5,13.42,12.33,12.0
GreenChilli,8,60.98,65.99,68.48
Brinjal,6,26.99,27.71,28.15
Onion,1,12.68,14.69,15.82
Ginger,6,110.06,93.61,81.56
GreenChilli,10,74.43,85.86,89.55
Pumpkin,12,46.37,45.64,45.14
Rice,5,64.65,67.19,68.55
Carrot,6,19.88,20.6,20.97
Tomato,7,20.67,23.12,24.83
Ginger,1,64.47,73.08,79.97
Cabbage,5,19.78,17.81,16.56
Pumpkin,9,24.54,22.04,21.17
Tomato,5,49.86,44.75,41.24
Pumpkin,2,49.68,54.8,57.46
Tomato,4,39.09,43.3,44.72
Tomato,7,20.96,18.5,17.54
Brinjal,10,60.17,58.55,57.31
Onion,4,42.68,46.35,47.62
Carrot,3,27.38,23.58,21.87
Carrot,4,48.41,50.34,51.13
Potato,9,28.04,26.69,25.93
Cauliflower,10,78.03,75.16,73.79
Potato,6,31.18,36.75,38.68
Cucumber,12,15.31,17.27,18.83
Okra,5,24.96,28.11,29.74
BitterGourd,10,56.12,61.78,63.65
Ginger,5,170.23,148.48,140.59
Potato,8,29.28,34.72,37.46
Onion,12,31.8,35.21,37.82
Pumpkin,1,16.85,18.23,19.12
Onion,9,16.27,15.39,15.05
Onion,7,12.67,11.14,9.92
Pumpkin,3,45.79,42.76,41.78
Garlic,4,236.95,228.05,222.95
Onion,11,69.24,71.59,73.34
Onion,11,21.66,21.78,21.84
BitterGourd,6,22.55,24.28,25.65
Ginger,1,83.38,81.7,80.59
Ginger,9,181.28,170.58,165.41
Rice,9,47.95,56.82,63.06
Rice,7,40.72,38.68,37.49
Tomato,6,24.43,24.38,24.35
Cucumber,1,22.32,26.24,28.47
BitterGourd,2,68.85,74.59,77.61
Carrot,11,64.09,72.97,75.86
Cabbage,8,37.53,34.78,33.76
Ginger,10,177.75,167.7,161.85
Cauliflower,4,69.54,60.45,55.82
Tomato,5,29.05,33.66,36.75
BitterGourd,9,30.63,26.58,24.4
Cauliflower,3,22.91,25.07,26.04
Beans,7,37.46,34.29,32.65
Carrot,1,62.71,65.07,66.12
Pumpkin,12,24.76,22.85,21.37
Okra,11,32.24,32.78,33.16
Brinjal,3,31.0,27.35,24.59
Tomato,5,77.29,84.2,86.53
Cucumber,10,22.77,26.5,29.26
Potato,9,38.43,43.16,45.43
Ginger,8,81.83,94.3,102.64
Garlic,2,135.47,144.72,148.0
BitterGourd,3,77.89,72.66,68.84
Tomato,8,14.07,14.07,14.07
Rice,6,62.8,75.27,84.12
Pumpkin,6,21.06,22.47,23.17
BitterGourd,5,33.74,38.18,41.43
Potato,5,11.22,10.05,9.32
Onion,7,38.48,36.17,34.4
Pumpkin,7,34.33,29.43,25.59
Carrot,5,62.73,69.94,73.16
Tomato,10,46.82,45.48,44.51
Beans,10,114.57,98.49,92.43
Cauliflower,11,52.47,49.79,48.14
Cabbage,10,57.71,51.95,48.56
Onion,11,54.88,50.49,47.58
Brinjal,4,41.79,36.38,33.28
Potato,2,16.82,19.13,20.71
Garlic,9,118.8,128.36,131.65
Cauliflower,7,24.98,21.53,19.91
Cabbage,8,31.29,30.65,30.22
Cabbage,2,48.07,55.9,60.05
Okra,1,52.9,46.88,44.03
BitterGourd,5,70.44,67.95,66.11
Potato,8,32.97,35.57,36.41
Potato,4,24.21,28.88,32.1
Potato,7,24.42,24.52,24.59
Cauliflower,5,45.53,46.19,46.67
Pumpkin,2,16.92,16.14,15.58
Cauliflower,1,65.73,64.83,64.27
BitterGourd,5,63.82,55.59,52.09
Brinjal,11,33.9,30.17,28.38
Okra,12,81.11,77.29,75.58
Cucumber,5,30.77,27.7,26.06
Garlic,8,103.64,122.24,134.31
Potato,10,51.04,56.87,60.99
Ginger,2,65.47,75.4,80.65
BitterGourd,8,61.93,68.68,72.12
Tomato,8,16.75,19.29,20.62
Cucumber,12,20.33,18.26,17.19
Cabbage,10,56.43,54.26,53.42
Cucumber,9,11.66,13.68,14.97
Ginger,8,91.94,87.05,84.97
Pumpkin,4,31.66,36.96,40.13
Rice,5,68.64,73.81,77.49
BitterGourd,2,73.67,81.27,85.57
Okra,1,56.62,58.67,59.66
Onion,5,25.44,30.35,32.67
Onion,4,11.99,12.06,12.09
Cauliflower,5,58.68,57.1,55.93
Brinjal,12,46.29,46.49,46.58
BitterGourd,12,78.47,79.22,79.52
Onion,8,43.69,45.64,46.98
Potato,6,25.19,21.65,19.61
Ginger,4,193.68,188.85,186.6
Brinjal,6,50.17,53.45,54.7
Ginger,3,190.46,199.54,205.91
Brinjal,6,45.44,44.63,44.28
Pumpkin,3,48.51,41.4,36.01
Cabbage,3,23.75,23.01,22.44
Rice,6,60.58,68.9,73.13
GreenChilli,2,123.97,123.21,122.96
Tomato,1,44.87,46.32,47.28
Cauliflower,11,62.92,74.95,81.57
Cabbage,4,30.3,30.45,30.54
Tomato,10,58.81,53.47,50.69
Okra,7,30.03,33.94,35.28
Rice,1,31.98,28.35,25.58
Carrot,12,34.0,37.34,38.75
Potato,8,24.38,27.74,30.22
Beans,5,41.06,48.77,51.47
Cabbage,10,21.05,23.83,26.05
BitterGourd,12,62.11,56.6,53.9
Potato,10,49.27,57.56,63.8
GreenChilli,8,107.72,122.59,130.39
Tomato,6,48.85,46.74,45.88
Garlic,1,171.7,183.15,189.73
Tomato,5,67.56,75.52,79.12
Okra,12,36.41,36.57,36.69
BitterGourd,3,98.17,83.63,74.96
Rice,8,39.88,42.96,44.74
Cabbage,7,13.23,13.19,13.16
Pumpkin,1,28.98,32.31,34.85
Potato,7,21.85,20.37,19.31
Cauliflower,9,33.26,37.72,39.21
Ginger,12,93.95,81.98,77.76
Ginger,2,60.37,56.88,55.08
GreenChilli,2,36.36,32.85,30.29
GreenChilli,8,94.38,81.31,75.15
GreenChilli,1,33.53,38.3,39.8
Carrot,6,20.65,23.56,25.43
Onion,6,27.9,30.03,30.93
Onion,3,43.77,37.37,34.09
Garlic,3,188.99,184.65,182.26
Beans,2,37.64,44.73,48.32
Rice,9,49.33,43.05,40.17
Cauliflower,9,37.88,32.81,30.07
Pumpkin,6,31.69,32.56,33.07
Ginger,12,155.51,176.22,187.46
Cabbage,8,11.75,12.77,13.2
BitterGourd,12,69.11,60.85,57.26
Beans,3,73.68,76.74,79.06
Okra,3,76.67,69.34,64.61
Cauliflower,9,20.06,19.01,18.26
Cauliflower,9,21.07,24.09,25.78
Pumpkin,6,28.67,34.11,36.51
Rice,6,51.67,58.83,62.97
BitterGourd,4,51.78,58.42,62.62
Brinjal,3,21.24,19.88,18.95
Cabbage,3,43.71,47.5,50.29
Beans,12,90.37,93.56,96.04
GreenChilli,8,104.05,92.41,86.14
Beans,12,110.71,106.2,102.97
Cucumber,11,20.97,21.6,22.01
Onion,4,37.17,35.79,34.91
Tomato,9,33.19,33.46,33.57
GreenChilli,7,111.8,97.9,91.79
Brinjal,11,54.99,55.88,56.25
Potato,9,16.1,18.38,19.97
Beans,1,35.52,40.42,43.63
Cauliflower,8,52.77,55.27,56.99
Carrot,3,55.3,63.41,66.18
Garlic,9,86.32,100.16,104.54
Rice,6,26.49,26.0,25.71
Ginger,12,106.0,102.52,100.53
Carrot,4,33.31,34.65,35.35
Beans,5,35.68,39.53,40.98
BitterGourd,10,76.87,77.71,78.03
Potato,6,11.8,12.73,13.05
GreenChilli,11,192.37,229.22,244.89
Pumpkin,11,27.3,29.22,30.15
Cauliflower,8,23.51,27.78,31.13
Pumpkin,7,35.85,38.85,40.85
Garlic,4,103.75,109.95,114.14
BitterGourd,12,107.0,108.77,109.49
Carrot,4,60.54,69.89,76.77
Ginger,6,130.67,115.23,104.54
Brinjal,7,21.57,24.63,26.94
Onion,10,29.66,30.38,30.87
Cabbage,11,20.41,21.34,21.78
Carrot,6,16.37,17.56,17.96
Potato,7,14.74,14.39,14.27
Garlic,5,109.87,126.51,133.99
Beans,12,106.95,91.64,84.62
Onion,1,30.44,33.26,34.31
BitterGourd,12,94.3,103.41,107.71
Cauliflower,12,75.93,88.42,93.54
Tomato,5,63.65,69.91,72.42
Onion,10,13.72,14.27,14.49
Cabbage,1,34.22,30.03,27.21
Rice,12,69.8,64.02,61.5
Rice,5,78.7,85.38,90.52
Tomato,8,25.08,26.3,27.05
GreenChilli,8,22.94,21.49,20.82
Brinjal,1,24.46,23.22,22.44
Rice,7,62.69,70.26,74.22
BitterGourd,11,50.15,48.5,47.97
Carrot,7,16.64,16.05,15.83
Potato,8,12.9,11.41,10.63
Pumpkin,7,13.59,13.26,13.02
Tomato,7,54.54,55.49,56.2
Garlic,2,128.89,130.46,131.54
Rice,5,36.31,41.41,45.27
Onion,1,30.19,29.89,29.74
Brinjal,2,43.46,37.84,35.13
Onion,3,50.84,55.54,58.15
Beans,2,59.57,53.73,49.62
Rice,12,106.04,109.72,112.21
GreenChilli,1,64.68,60.43,58.48
Potato,7,15.04,15.77,16.3
Cabbage,1,16.59,17.96,19.02
Garlic,3,108.54,118.92,126.54
Rice,7,22.63,23.12,23.33
Beans,12,72.42,67.77,64.97
Garlic,5,169.62,184.53,189.39
Pumpkin,1,46.78,48.64,49.34
Ginger,2,110.84,128.69,137.83
GreenChilli,8,46.93,42.56,40.36
Carrot,12,49.37,57.76,60.49
Ginger,9,145.5,157.15,162.55
Rice,12,92.85,101.43,107.27
Okra,3,41.87,42.4,42.63
Pumpkin,9,24.1,22.23,21.41
BitterGourd,7,52.62,62.35,68.91
Cucumber,7,29.37,29.49,29.56
Onion,10,24.84,28.84,30.48
Okra,10,31.28,29.33,28.28
Ginger,2,75.22,82.61,88.28
Brinjal,8,26.55,31.23,33.96
Potato,9,11.64,11.11,10.84
Cauliflower,8,22.16,19.46,17.39
Cucumber,8,17.2,14.63,13.83
Onion,4,23.45,25.45,26.55
Rice,11,67.61,66.31,65.66
Potato,6,21.74,21.42,21.31
Carrot,3,44.1,39.86,37.6
GreenChilli,7,98.48,109.89,116.41
Ginger,9,111.31,120.28,125.83
Cucumber,1,32.72,29.26,27.29
BitterGourd,12,71.06,77.12,79.47
Potato,12,41.13,35.14,32.57
Brinjal,3,54.24,55.62,56.04
Carrot,8,31.23,36.56,39.02
Okra,12,48.0,41.25,35.93
Cauliflower,8,45.65,52.1,54.39
Cabbage,11,51.63,52.5,52.83
Okra,5,63.03,60.83,59.26
Cabbage,2,25.67,26.11,26.36
Pumpkin,3,35.82,37.31,38.27
Cucumber,12,21.42,24.37,26.14
Garlic,11,253.79,281.34,295.95
Cucumber,11,42.58,46.44,48.21
Tomato,11,24.97,21.22,18.87
Carrot,11,34.66,35.51,35.96
Ginger,12,66.7,70.06,72.38
Tomato,4,26.75,24.71,23.65
Cauliflower,11,29.47,25.08,23.53
Cauliflower,3,23.27,22.05,21.53
GreenChilli,12,122.81,127.79,130.22
Cabbage,5,12.49,12.11,11.93
Tomato,6,39.35,42.8,45.35
Tomato,12,61.8,55.61,53.01
Okra,8,45.88,44.69,44.24
Rice,10,39.07,34.87,32.67
Brinjal,7,19.61,22.1,23.12
Cabbage,3,38.76,45.79,51.04
Garlic,7,120.13,106.67,98.88
Cabbage,9,36.61,39.84,41.52
Tomato,10,48.83,50.95,51.97
Cabbage,11,45.51,44.96,44.59
Tomato,5,56.99,55.32,54.73
Carrot,8,41.85,42.79,43.14
Cabbage,4,14.4,13.81,13.48
Rice,4,49.67,50.28,50.72
Cabbage,3,34.39,31.75,29.69
Garlic,2,111.21,116.56,120.33
Onion,5,28.06,32.74,35.14
Beans,7,64.03,74.59,79.72
Pumpkin,5,23.48,27.96,29.91
GreenChilli,1,114.52,98.44,90.13
Cucumber,9,26.81,25.73,24.99
Okra,4,22.04,23.53,24.45
Cauliflower,5,44.27,40.45,39.19
Garlic,9,114.63,130.79,137.42
Brinjal,8,29.86,30.28,30.57
GreenChilli,2,114.69,111.21,108.91
Pumpkin,11,51.27,46.1,43.84
BitterGourd,11,48.98,50.78,51.95
Okra,3,26.49,23.75,21.89
Garlic,8,73.97,73.37,73.07
BitterGourd,3,46.83,46.84,46.85
Okra,9,75.54,72.34,70.28
Rice,6,57.54,67.36,74.22
Pumpkin,2,38.75,33.82,31.45
Potato,11,19.55,21.94,23.74
Tomato,4,41.38,36.39,34.32
Brinjal,2,21.33,22.61,23.62
Cucumber,8,27.26,28.55,29.27
BitterGourd,2,96.44,110.81,115.66
Beans,10,103.44,122.89,130.02
Rice,6,54.98,64.79,68.71
Pumpkin,1,42.58,46.19,47.83
Cauliflower,5,33.99,40.38,45.37
Cauliflower,7,35.85,30.9,27.46
Brinjal,3,21.71,21.76,21.8
Carrot,5,39.96,41.73,42.5
Garlic,12,216.59,197.1,182.43
Ginger,6,114.8,105.5,98.96
Carrot,8,16.86,15.9,15.35
Carrot,9,22.8,26.69,29.26
Tomato,3,49.93,47.07,45.05
Brinjal,2,29.58,28.08,27.61
Beans,1,54.57,50.24,46.79
Beans,9,67.0,68.1,68.73
Cucumber,8,9.23,9.33,9.38
Ginger,12,110.69,94.35,86.08
Cauliflower,10,32.56,30.41,28.93
Cabbage,10,59.78,65.6,67.93
Rice,5,61.81,71.82,78.67
Pumpkin,7,29.51,25.34,23.79
BitterGourd,9,87.23,90.25,92.43
Potato,11,30.55,31.41,31.8
Beans,5,30.52,26.68,24.03
Beans,12,60.08,68.77,75.05
Brinjal,7,11.74,10.43,9.95
Cucumber,3,11.4,12.42,13.22
Carrot,12,70.17,82.65,86.47
Ginger,4,146.74,167.52,175.52
Brinjal,1,23.53,22.58,22.14
Ginger,10,108.58,95.44,88.12
GreenChilli,2,66.04,62.29,59.83
Cauliflower,5,21.53,19.17,18.36
Beans,1,64.12,76.17,81.15
Potato,4,37.98,40.75,42.56
Carrot,2,33.32,33.56,33.75
Cabbage,10,20.49,22.75,24.38
Garlic,6,168.25,152.74,147.82
Carrot,5,51.98,60.6,66.39
Ginger,9,87.28,79.59,76.35
Brinjal,8,23.2,24.95,26.14
BitterGourd,10,66.23,66.82,67.23
Okra,12,46.72,51.18,52.79
Garlic,1,119.69,128.43,135.17
Ginger,5,142.8,149.95,152.42
Carrot,8,32.09,29.03,27.14
Tomato,3,55.29,65.67,71.22
Cauliflower,5,65.98,75.43,81.56
Ginger,7,141.93,123.86,111.45
Beans,6,31.33,34.72,35.97
Brinjal,7,33.62,36.22,37.62
Brinjal,5,55.03,58.5,60.49
Garlic,6,156.63,135.82,128.64
Cabbage,9,14.01,16.19,17.8
Okra,1,44.07,51.61,56.46
Garlic,6,85.22,86.92,87.44
Beans,8,37.71,34.95,33.58
Rice,12,51.68,61.72,68.26
Okra,9,24.71,21.05,18.73
GreenChilli,8,36.67,33.71,32.72
Carrot,8,50.92,48.59,47.06
Tomato,8,52.84,53.98,54.33
Cauliflower,7,34.17,31.6,30.23
Brinjal,8,32.52,31.66,31.2
GreenChilli,10,45.73,52.18,55.47
Onion,2,11.36,13.06,13.89
Okra,9,21.38,21.98,22.33
Pumpkin,12,54.65,51.83,50.03
Carrot,1,48.58,58.15,64.66
Garlic,11,177.26,165.87,162.41
BitterGourd,4,94.34,105.53,111.34
Pumpkin,10,19.01,21.73,23.34
Garlic,1,229.5,220.7,213.67
GreenChilli,1,91.48,108.67,121.95
Potato,7,31.61,34.33,35.64
Onion,1,33.37,29.81,28.71
Cabbage,7,36.99,39.38,40.74
Tomato,4,77.25,85.29,88.8
Onion,5,58.14,60.23,61.13
Onion,9,46.82,44.56,43.28
Tomato,11,68.1,75.1,77.53
BitterGourd,4,38.16,45.47,50.75
GreenChilli,8,100.12,101.55,102.6
Cauliflower,11,40.19,35.8,32.71
Tomato,1,31.66,34.88,37.08
Garlic,1,132.38,138.16,141.61
Pumpkin,9,36.31,38.1,39.41
GreenChilli,4,52.85,46.77,43.66
Garlic,10,168.31,147.74,137.8
Okra,4,35.16,31.15,29.3
Cucumber,7,32.33,27.77,25.92
Cauliflower,2,57.8,60.09,61.7
Cabbage,8,20.0,20.17,20.24
Garlic,6,118.36,102.69,92.52
Garlic,5,189.38,182.63,178.31
Garlic,3,205.63,239.71,264.55
Beans,7,23.88,26.97,28.87
Brinjal,12,30.92,30.73,30.58
Rice,2,48.27,53.37,55.53
Cucumber,4,11.34,11.4,11.43
Cabbage,8,22.35,21.66,21.32
Cucumber,5,24.36,28.05,29.23
Onion,9,37.12,36.46,36.17
Garlic,3,148.9,151.27,152.12
Beans,12,64.66,58.61,54.14
Rice,1,61.76,69.1,73.56
Carrot,7,24.56,26.26,27.05
Potato,5,35.79,40.1,41.8
Okra,3,55.12,62.64,65.58
Beans,5,64.14,54.6,49.6
Tomato,11,20.2,22.67,23.49
BitterGourd,11,46.1,55.07,58.2
Garlic,3,85.1,101.29,108.07
Potato,5,32.51,30.14,29.05
Okra,9,53.03,52.26,51.68
BitterGourd,4,82.91,91.15,95.42
GreenChilli,3,34.15,37.05,38.58
Cucumber,5,30.16,28.9,28.15
Beans,2,48.63,57.16,61.09
Cauliflower,12,47.02,55.5,61.75
Garlic,11,165.59,176.27,184.5
Ginger,2,143.62,133.93,130.84
GreenChilli,2,74.54,86.26,92.85
Ginger,9,67.76,77.33,84.27
Potato,5,20.02,23.93,25.5
Cucumber,12,33.61,38.0,39.81
Onion,9,41.06,41.52,41.84
Rice,5,50.2,45.73,43.52
Rice,5,46.36,48.23,48.98
Cabbage,4,35.46,37.82,39.21
Garlic,12,132.19,115.78,107.91
Potato,7,27.7,24.87,23.36
Potato,2,15.87,16.85,17.44
Onion,9,15.22,16.15,16.84
Tomato,11,72.8,64.9,61.45
GreenChilli,6,66.5,62.14,59.34
Ginger,1,189.27,193.95,196.94
Garlic,1,183.18,164.53,157.59
Garlic,2,149.63,129.61,114.32
Cucumber,12,26.63,25.1,24.07
Pumpkin,2,30.36,28.02,26.5
Ginger,12,104.81,109.74,113.58
Cauliflower,10,42.38,39.86,38.36
Pumpkin,2,49.03,44.45,42.94
GreenChilli,1,135.58,154.81,165.69
BitterGourd,3,41.24,44.34,45.3
Garlic,9,138.59,138.89,139.05
Cauliflower,3,50.42,56.09,58.77
Garlic,6,176.26,172.89,170.7
BitterGourd,7,31.54,28.73,27.69
Okra,2,77.55,68.58,61.66
Cauliflower,6,42.38,50.06,53.18
Cabbage,2,31.16,30.95,30.83
Cauliflower,6,23.97,28.72,30.78
Garlic,9,237.43,211.1,202.39
Tomato,9,43.27,40.81,39.9
GreenChilli,11,76.78,87.94,93.88
Ginger,6,66.83,70.4,73.13
Cucumber,4,30.76,32.56,33.25
Cauliflower,2,20.24,18.97,18.05
Potato,8,20.89,19.83,19.38
Garlic,6,121.46,108.73,103.2
Ginger,2,137.52,127.39,121.53
Cauliflower,3,48.57,43.56,41.22
Brinjal,3,42.6,38.23,36.47
Rice,2,81.15,78.39,76.43
BitterGourd,4,63.7,65.98,66.88
Garlic,10,306.16,294.8,289.97
Pumpkin,7,37.94,44.18,48.47
Carrot,3,48.03,53.73,56.0
Pumpkin,2,31.69,37.38,39.96
Rice,10,83.25,84.8,85.77
Onion,4,44.27,41.12,39.65
GreenChilli,7,61.65,54.0,48.35
Cabbage,11,31.08,37.19,39.16
Cauliflower,7,43.9,44.3,44.53
Cauliflower,11,42.92,37.28,33.74
Onion,2,49.99,44.01,39.23
GreenChilli,9,93.91,83.39,76.89
Onion,2,34.01,40.27,42.53
Onion,5,11.09,9.54,8.93
Beans,7,65.18,66.33,67.17
Brinjal,6,20.84,20.43,20.26
Okra,9,61.36,54.77,51.47
Onion,10,60.18,58.05,57.4
GreenChilli,5,140.21,163.23,173.93
Tomato,4,57.64,53.31,50.99
Potato,10,31.84,33.18,33.8
Rice,1,35.35,36.68,37.42
BitterGourd,11,65.95,78.95,88.78
Cauliflower,2,61.32,61.66,61.92
Onion,12,65.5,72.51,77.11
Pumpkin,4,19.81,21.38,22.42
Beans,1,78.59,93.95,102.54
Pumpkin,7,12.31,11.73,11.4
Cucumber,9,30.62,36.0,38.64
Ginger,4,99.12,87.45,79.56
Pumpkin,6,14.04,13.55,13.19
Cucumber,11,47.25,56.12,62.37
Ginger,9,152.41,155.39,156.69
GreenChilli,10,66.49,66.12,65.97
Tomato,11,72.66,70.77,69.92
Potato,12,20.85,22.74,24.12
Beans,12,78.5,89.92,96.29
Brinjal,6,49.96,53.23,54.78
Rice,1,39.97,37.36,35.74
Ginger,7,105.72,100.86,97.73
Garlic,4,110.25,116.48,120.86
Ginger,12,192.9,166.56,153.86
Onion,8,48.03,46.41,45.67
Potato,10,33.13,34.05,34.61
Onion,11,65.6,73.5,78.99
Carrot,10,57.44,67.72,75.92
Ginger,6,142.08,161.08,169.59
Carrot,11,79.46,83.07,84.91
Cauliflower,12,66.88,74.65,78.66
Cabbage,2,23.24,26.56,27.93
Okra,2,60.69,55.48,53.72
Rice,2,54.74,58.12,60.1
Cucumber,10,16.87,15.4,14.22
Carrot,4,45.43,48.48,50.09
Cauliflower,3,26.58,29.49,30.94
Potato,7,6.44,6.02,5.71
Carrot,11,63.54,70.12,74.87
Cabbage,1,13.35,13.79,13.96
Garlic,7,158.62,170.67,175.41
Rice,1,55.35,65.24,68.46
Potato,2,30.76,31.25,31.45
Cauliflower,7,34.23,38.83,40.88
Potato,12,36.69,34.86,34.03
Pumpkin,10,58.83,69.63,74.81
Ginger,7,134.2,124.98,118.43
Garlic,3,97.45,103.59,107.8
Carrot,12,58.42,57.54,56.88
Ginger,10,251.7,287.63,311.82
Rice,8,68.51,69.32,69.74
Rice,9,57.72,67.69,71.05
Pumpkin,2,40.49,36.08,33.08
Potato,7,20.59,18.37,17.42
Onion,5,31.93,33.95,34.56
Brinjal,2,42.49,49.59,54.9
Cabbage,10,51.74,52.86,53.34
Cabbage,3,37.54,36.97,36.52
Potato,10,24.92,23.76,23.04
Pumpkin,5,37.83,41.36,43.94
Cucumber,2,21.34,22.12,22.38
Okra,9,36.38,34.66,33.38
Tomato,9,53.72,52.82,52.21
GreenChilli,10,175.83,198.86,215.54
Okra,2,38.23,38.67,38.93
Pumpkin,4,32.81,34.27,35.4
Potato,7,14.69,14.71,14.72
BitterGourd,10,96.86,92.71,90.02
Potato,10,31.86,34.34,36.07
Brinjal,12,39.01,38.36,37.95
Cucumber,7,9.13,9.33,9.44
Garlic,2,86.25,75.17,71.51
Carrot,2,69.17,73.52,76.89
GreenChilli,11,107.12,97.55,90.78
Garlic,3,189.77,208.68,215.7
BitterGourd,4,53.26,49.68,48.34
Tomato,1,41.1,41.26,41.32
Okra,8,17.01,19.23,19.95
Onion,5,35.71,30.62,28.04
Rice,3,40.79,44.23,45.78
Cabbage,1,15.3,14.41,14.02
Brinjal,2,37.39,38.12,38.7
BitterGourd,9,31.44,35.58,38.51
Ginger,9,87.16,86.85,86.72
Okra,9,56.21,64.07,67.12
Potato,7,29.27,28.81,28.57
Garlic,10,296.66,252.81,238.66
Beans,7,36.11,41.69,45.12
Brinjal,5,38.5,38.0,37.66
Carrot,8,38.54,45.86,48.74
Ginger,7,41.11,39.13,38.25
Okra,12,49.58,57.09,63.06
GreenChilli,4,122.35,105.55,99.92
Cauliflower,7,44.68,42.08,40.72
Cauliflower,11,61.66,59.01,57.3
Cabbage,6,12.07,12.26,12.41
GreenChilli,2,71.52,80.69,84.71
Beans,3,57.89,50.1,44.74
Ginger,2,71.91,69.87,69.05
Tomato,5,33.19,34.97,36.3
Okra,9,66.73,72.02,74.85
GreenChilli,9,68.15,72.62,75.26
Cabbage,2,43.62,42.35,41.78
Carrot,6,38.34,38.23,38.16
Ginger,8,45.78,46.53,46.77
Okra,6,18.12,15.96,14.35
Okra,2,65.76,65.13,64.89
Potato,7,8.24,8.16,8.11
Cauliflower,5,51.78,57.02,58.66
